en,pt
"The global picture contains 17,762 known species of marine fishes.",O quadro global contém 17.762 espécies conhecidas de peixes marinhos.
Fisheries and aquaculture.,Pesca e aquicultura.
"Marine debris, in particular plastics.","Detritos marinhos, particularmente plásticos."
The ocean absorbs annually about 26 per cent of the anthropogenic carbon dioxide emitted into the atmosphere.,O oceano absorve anualmente cerca de 26 por cento do dióxido de carbono antropogênico emitido para a atmosfera.
"Most tourism receipts reports do not differentiate tourism receipts directly, therefore, the value of tourism related to the ocean is a matter of inference.","A maioria dos relatórios de receitas do turismo não diferencia as receitas do turismo diretamente, consequentemente, o valor do turismo relacionado ao oceano é uma questão de inferência."
"The cargo shipping activity has dropped significantly: for example, trade from the European Union to China and the United States dropped in the first 31 weeks of 2020 by 47 per cent and 25 per cent, respectively, compared with 2019; trade in the reverse directions has dropped by 26 per cent and 38 per cent, respectively.","A atividade de transporte marítimo de carga caiu significativamente: por exemplo, o comércio da União Europeia para a China e os Estados Unidos caiu nas primeiras 31 semanas de 2020 em 47 por cento e 25 por cento, respectivamente, em comparação com 2019; o comércio no sentido inverso caiu 26 por cento e 38 por cento, respectivamente."
"It has been declining rapidly in the Arctic, but not in the Antarctic.","No Ártico tem se reduzido rapidamente, mas não no Antártico."
The by-catch of seabirds and the depletion of their prey caused by fishing.,Capturas acidentais das aves marinhas e esgotamento de suas presas causados pela atividade pesqueira.
"China, India, Indonesia, Viet Nam, Bangladesh, Egypt and Norway","China, India, Indonésia, Vietnã, Bangladesh, Egito e Noruega"
Increased energy for storms that develop at sea which will lead to fewer but more intense tropical cyclones worldwide,"Maior energia para as tempestades que se desenvolvem no mar, o que levará a menos, mas mais intensos ciclones tropicais em todo o mundo"
Satellite altimetry,Altimetria satelital
Increase in seawater temperature.,Aumento da temperatura da água do mar.
The Makah,Os Makah
2030,2030
They were developed to translate human aspirations for a sustainable and equitable future and to recognize ecological threats and the strategies required to mitigate them.,Foram desenvolvidos para traduzir as aspirações humanas por um futuro sustentável e equitativo e reconhecer as ameaças ecológicas e as estratégias necessárias para mitigá-las.
net primary production is lower and the microbial food web dominates energy flows and nutrient cycles.,a produção primária líquida é menor e a rede alimentar microbiana domina os fluxos de energia e ciclos de nutrientes.
Due to the significance of the impacts of sea level rise,Devido à significância dos impactos da subida do nível do mar
the marine environment covers seven tenths of the planet,O ambiente marinho cobre sete décimos do planeta
Through linkages between adequate systems that control the emissions of hazardous substances,Por meio de ligações entre sistemas adequados que controlem a emissão de substâncias perigosas
"climate change scenarios 
",Cenários de mudanças climáticas
"Due in part to anthropogenic warming, causing ocean thermal expansion and the melting of glaciers and of the polar continental ice sheets.","Em parte devido ao aquecimento causado pelo homem, resultando na expansão térmica dos oceanos e no derretimento das geleiras e das camadas de gelo polares."
The main pollutants come from human sewage and animal waste from farms that contaminate rivers and end up contaminating the oceans.,"Os principais poluentes são oriundos de esgotos humanos e dejetos de animais oriundos de fazendas, que contaminam rios e acabam por contaminar os oceanos."
The tourist industry is offering more upmarket experiences.,A indústria do turismo está oferecendo experiências mais sofisticadas para os turistas.
"People will redistribute themselves to more liveable regions, increasing urban footprints in those regions.","As pessoas irão se redistribuir para regiões mais habitáveis, aumentando a ocupação urbana dessas regiões. "
The construction of dams and reservoirs.,A construção de barragens e reservatórios.
They are part of cultural self-identification and in virtually all cultures there are spiritual connections with the sea.,Eles fazem parte da autoidentificação cultural e em praticamente todas as culturas existem conexões espirituais com o mar.
The flow of saltier and heavier waters coming from cold polar regions towards the equator,O fluxo de águas mais salgadas e mais pesadas vindas de regiões polares frias em direção ao Equador
"The sea-level rise, due to ocean warming and the melting of land ice.","O aumento do nível do mar, devido ao aquecimento do oceano e ao derretimento do gelo terrestre."
"The increase of long-standing activities (fishing and shipping) and the expansion of newly developing uses (hydrocarbon extraction, mining, and the generation of renewable energy conducted offshore).","O aumento de atividades de longa duração (pesca e navegação) e a expansão de novos usos em desenvolvimento (extração de hidrocarbonetos, mineração e geração de energia renovável offshore)."
